RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,pred_probs
785,15571221,Bergamaschi,747,Germany,Male,58,7,116313.57,1,1,1,190696.35,0.7286620361178514
7596,15569595,Walker,678,France,Female,50,6,0.0,1,1,0,8199.5,0.7285661073028816
8831,15810444,Aksenov,562,Germany,Female,39,6,130565.02,1,1,0,9854.72,0.7278190868612697
2656,15643658,Barber,850,Germany,Male,53,2,94078.97,2,1,0,36980.54,0.7276517425456697
2824,15764351,Yuryeva,668,Germany,Female,59,5,120170.07,1,0,1,50454.8,0.7276514831162543
242,15651001,Tsao,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0.7270652751778595
9358,15814405,Chesnokova,418,France,Female,46,9,0.0,1,1,1,81014.5,0.7269990719802553
1664,15663441,Golibe,700,Germany,Female,40,4,148571.07,1,1,0,189826.96,0.7264762157474792
6026,15709917,Ni,601,France,Female,46,3,98202.76,1,0,0,137763.93,0.7263000742535994
8993,15570192,Henry,608,Germany,Female,40,8,121729.42,1,0,0,61164.45,0.725896196720998
898,15782390,T'ien,621,France,Female,40,6,0.0,1,1,0,155155.25,0.7258593742996935
4909,15806256,Jackson,540,France,Male,48,2,109349.29,1,1,0,88703.04,0.7251173184045513
1733,15680727,Fang,735,France,Male,49,5,121973.28,1,1,0,148804.36,0.7249209687024759
2854,15648489,Ting,487,France,Male,53,4,199689.49,1,1,1,24207.86,0.7245090089729449
410,15691625,Ko,537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0.7238435551530406
9935,15774586,West,692,Germany,Female,43,10,118588.83,1,1,1,161241.65,0.722852164216633
225,15568748,Poole,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,0.7228442335120929
1535,15782736,Jose,573,Germany,Female,47,4,152522.47,1,0,1,164038.07,0.722814923824784
6957,15696605,Angelo,571,France,Male,49,4,180614.04,1,0,0,523.0,0.722680495525579
596,15680970,Lombardi,611,Germany,Female,41,2,114206.84,1,1,0,164061.6,0.7226072113964784
3520,15594878,Thompson,661,Spain,Female,41,5,28082.95,1,1,0,69586.27,0.7225020793772302
167,15724623,Taubman,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,0.7222961125173695
884,15743007,Seabrook,643,France,Female,45,4,45144.43,1,1,0,60917.24,0.7222707042525118
1967,15638463,Okwudilichukwu,681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0.7221415369988118
5441,15807269,Milanesi,690,Germany,Male,43,2,166522.78,1,0,0,119644.59,0.7216879799020917
8172,15588859,Rowley,496,Spain,Female,44,0,179356.28,2,1,0,2919.21,0.7215506288242186
1086,15646513,Spyer,803,France,Male,42,5,0.0,1,1,0,196466.83,0.7213886301005937
1071,15648075,Hebert,686,Germany,Female,47,5,170935.94,1,1,0,173179.79,0.7213286069022659
5590,15588372,Kirsova,715,Germany,Female,37,9,105489.31,1,0,0,143096.49,0.7212798011015266
6139,15717984,Longo,477,France,Male,47,9,144900.58,1,1,0,61315.37,0.7211654425842379
1504,15762277,Jamieson,710,France,Male,47,5,158623.14,1,0,0,83499.89,0.7206687607635894
4472,15642824,Onyekaozulu,826,Spain,Female,56,8,174506.1,2,0,1,161802.82,0.7205917157715018
8174,15568032,Moore,757,Germany,Male,31,1,127320.36,3,1,0,163170.32,0.7204742591870412
445,15787470,Parkinson,553,Spain,Male,47,3,116528.15,1,0,0,145704.19,0.720286093193334
7736,15774936,Liang,543,Germany,Male,41,6,143350.41,1,1,1,192070.16,0.7201464179924802
6326,15615797,Hyde,743,Germany,Male,59,5,108585.35,1,1,1,192127.22,0.720060030886611
3579,15711618,Chang,704,Germany,Female,39,1,124640.51,1,1,0,116511.12,0.7199821833423187
8881,15603764,Chang,560,France,Male,49,4,0.0,1,1,1,100075.1,0.7195818860596476
1385,15690647,Rogers,582,Spain,Female,46,8,67563.31,1,1,0,44506.09,0.7194802052495723
735,15612966,Milani,545,Germany,Female,60,7,128981.07,1,0,1,176924.21,0.7194741031287546
1547,15727944,Simpkinson,701,Germany,Female,48,1,92072.68,1,1,1,133992.36,0.719429205890826
4400,15572547,Vaguine,670,France,Female,45,9,104930.38,1,1,0,155921.81,0.7192427130214196
9902,15802909,Hu,706,Germany,Female,56,3,139603.22,1,1,1,86383.61,0.7189429088621931
5006,15741032,Tsao,733,France,Male,48,5,0.0,1,0,1,117830.57,0.7187762399277146
5659,15814430,Ma,747,Spain,Male,41,9,0.0,1,1,0,32430.94,0.7186067193876873
1630,15595303,Johnston,736,Germany,Male,46,5,130812.91,1,1,1,77981.54,0.7185255302927381
8936,15585066,Chimaraoke,660,France,Female,43,1,0.0,1,0,1,112026.1,0.7184601338572479
2746,15669957,Drake,655,Germany,Male,52,9,144696.75,1,1,1,49025.79,0.7184359253040759
1382,15714466,Baxter,846,France,Female,41,5,0.0,3,1,0,3440.47,0.718397496553687
1072,15586970,Pinto,695,Germany,Male,52,8,103023.26,1,1,1,22485.64,0.7182153277111334
334,15728669,Knowles,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,0.7181345499322886
4241,15736730,Soto,634,France,Female,45,2,0.0,1,1,1,143458.31,0.7179830965972156
2361,15670205,Boyd,518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0.7179282475818375
4336,15810460,Fanucci,708,Spain,Female,64,5,0.0,3,0,1,112520.07,0.7178904316985258
4204,15640922,Demaine,791,France,Female,52,7,0.0,1,1,1,122782.5,0.7173570590681903
525,15763274,Wu,661,France,Male,48,3,120320.54,1,0,0,96463.25,0.7172871252195504
9782,15650424,Bryant,641,France,Female,48,3,147341.43,1,1,1,157458.61,0.7172736192596461
309,15773972,Balashov,614,France,Male,50,4,137104.47,1,1,0,127166.49,0.7171872862557148
3826,15762928,Venables,548,Spain,Male,44,8,0.0,1,1,0,16989.77,0.7169481564136072
6622,15710365,Thomson,646,France,Male,50,0,104129.24,2,1,0,181794.86,0.716940919987773
2674,15574910,Ferguson,601,France,Male,50,2,115625.07,1,1,0,185855.21,0.7167466839654854
2525,15726490,Kirby,782,Spain,Male,52,4,0.0,1,1,1,52759.82,0.7166567698984209
9881,15777054,Thorpe,584,Germany,Male,42,3,137479.13,1,1,0,25669.1,0.7166171978872822
8496,15801436,K'ung,696,France,Male,42,4,0.0,1,0,0,126353.13,0.7161100573365385
5449,15718912,Hsueh,608,Germany,Female,44,5,126147.84,1,0,1,132424.69,0.7155284510275564
844,15672012,Jen,773,Spain,Female,41,5,0.0,1,1,0,28266.9,0.715293218414337
5722,15643671,Chiekwugo,696,Germany,Male,49,5,97036.22,2,1,0,152450.84,0.7151865820860798
6595,15808544,Cameron,747,France,Female,40,3,0.0,1,0,0,57817.84,0.7150954214840258
4212,15615207,Yeh,792,Spain,Male,47,0,0.0,1,1,1,5557.88,0.7150889859545486
5286,15732643,Pike,386,Spain,Female,53,1,131955.07,1,1,1,62514.65,0.7150863969788716
5867,15600392,Amaechi,735,France,Female,53,8,123845.36,2,0,1,170454.93,0.7150279706412517
4281,15740527,Lai,766,Germany,Female,62,7,142724.48,1,0,1,5893.23,0.7145569223293341
2512,15693267,Dickson,679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0.7144079860297256
9117,15672082,Schatz,562,France,Male,62,3,0.0,2,1,0,105986.01,0.714105219138302
3268,15624755,Pepper,707,Germany,Female,40,3,109628.44,1,1,0,189366.03,0.7139638670213472
5652,15766272,Folliero,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0.7139504360448519
2843,15785782,Ugonna,513,Spain,Male,48,2,0.0,1,1,1,114709.13,0.7136894142680551
8532,15663987,Wright,723,Spain,Male,30,1,0.0,3,1,0,164647.72,0.7131850257253252
3206,15733973,Bibi,850,France,Female,42,8,0.0,1,1,0,19632.64,0.7123298046150234
2018,15602929,Wilson,728,Spain,Female,37,4,0.0,1,0,0,4539.38,0.7122663881936274
4995,15585580,Chang,796,Germany,Female,52,9,167194.36,1,1,1,62808.93,0.7121252654104977
8781,15669782,Chu,820,Germany,Male,39,9,111336.89,1,1,0,16770.31,0.7120099544166374
3980,15783030,Owens,685,France,Female,40,7,0.0,1,1,0,72852.74,0.7110115131332948
5872,15709920,Burke,479,France,Female,33,2,208165.53,1,0,0,50774.81,0.7109308902058061
9729,15764916,Rowley,616,Germany,Female,43,7,95984.21,1,0,1,115262.54,0.7107441458656124
2433,15769064,Marshall,537,Germany,Male,39,3,135309.36,1,1,0,31728.86,0.7107005229728945
5525,15654975,Wu,641,France,Female,53,0,123835.52,2,0,1,160110.65,0.7105602987866714
9537,15632051,Douglas,550,Germany,Female,42,10,128707.31,1,1,0,63092.65,0.7105045496888405
8519,15677288,Geach,599,France,Male,50,3,121159.65,1,0,0,4033.39,0.7097446682526983
2956,15807481,Peng,577,France,Female,46,1,0.0,1,1,1,158750.53,0.7096918091033069
1419,15649280,Lucchese,521,Germany,Female,40,9,134504.78,1,1,0,18082.06,0.7096688070059258
9934,15765375,Butusov,797,France,Female,46,8,0.0,1,0,0,162668.33,0.709086770621772
8716,15750837,Landseer,579,Germany,Male,41,0,141749.68,1,0,1,9201.53,0.7080923167103365
362,15696674,Robinson,643,Germany,Female,45,2,150842.93,1,0,1,2319.96,0.7079559923944574
19,15661507,Muldrow,587,Spain,Male,45,6,0.0,1,0,0,158684.81,0.7079260992460028
3450,15705777,Real,710,Germany,Male,49,10,129164.88,1,1,1,193266.72,0.7074925633450966
3939,15723717,Heath,483,Germany,Male,41,1,118334.44,1,0,0,163147.99,0.7074023681243554
2929,15581198,Jenkins,668,Germany,Female,39,0,122104.79,1,1,0,112946.67,0.7070875389649042
8598,15659694,Wallis,634,Germany,Female,53,3,113781.5,2,1,1,106345.05,0.7069863681756436
9963,15594612,Flynn,702,Spain,Male,44,9,0.0,1,0,0,59207.41,0.7068143068971403
8171,15641366,Y?an,599,Germany,Male,61,1,124737.96,1,0,1,90389.61,0.7067233383506004
6067,15580249,Lori,502,France,Male,45,0,0.0,1,0,0,84663.21,0.7066609795199685
1355,15683403,Lombardi,611,Spain,Male,52,7,0.0,1,0,1,73585.18,0.706398949910908
9166,15669946,Jen,663,Germany,Female,46,2,141726.88,1,1,1,58257.23,0.705677997083269
947,15745324,Milani,599,Spain,Female,39,4,0.0,1,1,0,194273.2,0.7056307150149191
1656,15659105,Borchgrevink,669,France,Female,47,9,61196.54,1,1,0,58170.24,0.7055012950779189
4660,15572762,Matveyeva,410,Germany,Female,50,2,102278.79,2,1,0,89822.48,0.7054557796720523
4596,15782360,Rogers,743,Germany,Male,65,2,131935.51,1,1,1,96399.67,0.7053971555369098
2209,15809826,Craigie,728,France,Female,46,2,109705.52,1,1,0,20276.87,0.705373027614031
4109,15769389,Wan,709,Germany,Female,39,9,124723.92,1,1,0,73641.86,0.7050593878689849
3618,15663446,Volkova,792,Germany,Female,29,4,107601.79,1,1,0,18922.18,0.7047696751268058
5433,15616471,Milne,599,Spain,Male,51,0,0.0,1,1,1,175235.99,0.704638501419609
5612,15721207,Piazza,625,Germany,Male,42,6,100047.33,1,1,0,93429.95,0.7041320056882336
9286,15713632,Ham,551,Spain,Female,48,5,95679.29,1,0,0,94978.1,0.7041232281538622
5916,15725665,Lo,679,France,Male,47,10,198546.1,2,1,0,191198.92,0.7039871201115998
1112,15798424,Glover,833,Germany,Male,59,1,130854.59,1,1,1,30722.52,0.7038717841439626
2039,15710743,Onwuamaeze,621,France,Male,47,0,0.0,1,1,1,133831.37,0.7038356959723863
9072,15610643,De Luca,435,Germany,Male,44,3,151739.65,1,1,0,167461.5,0.7037859188037634
6184,15642726,Holmes,611,France,Male,53,3,83568.26,1,0,0,1235.49,0.7037126108485419
9839,15616367,Ricci,581,Germany,Male,39,1,121523.51,1,0,0,161655.55,0.7032634906870229
1798,15764170,Pinto,647,Germany,Male,44,4,93960.35,1,1,0,36579.53,0.7023866973540407
736,15784209,Tang,497,France,Male,47,6,0.0,1,1,1,90055.08,0.702133198527808
1225,15628298,Johnstone,500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0.7020962702206578
1988,15758606,Yamamoto,738,France,Male,54,4,0.0,1,0,1,55725.04,0.7018450960700164
8266,15618562,Woodward,618,Germany,Female,40,0,140306.38,1,1,0,160618.61,0.7016710497286063
678,15715142,Repina,739,Germany,Male,45,7,102703.62,1,0,1,147802.94,0.7016292141523702
3798,15669887,Lambert,839,France,Female,51,3,0.0,1,1,1,69101.23,0.7016235311122
1323,15598846,Shahan,700,France,Female,44,2,58781.76,1,1,0,16874.92,0.7013803339335797
6084,15603880,Morgan,519,Germany,Male,38,1,114141.64,1,1,1,60988.21,0.7008013569933507
4018,15678034,Grosse,811,France,Male,46,9,180226.24,1,1,0,13464.64,0.7001763912205422
1895,15783398,Rizzo,535,Spain,Female,49,7,115309.75,1,1,0,111421.77,0.7000179105187476
